date,bill_no,import_export,hs_code,product,product_detail,descript_label,seller,seller_country,seller_port,seller_country_ori,seller_id,seller_id_std,seller_type,buyer,buyer_country,buyer_port,buyer_country_ori,buyer_id,buyer_id_std,buyer_type,quantity,unit,weight_kg,weight_unit_orig,value_usd,uusd,origin_country,transport_mode,source,id,product_label
2025/06/06,107244695500.0,1.0,53013000,Xơ lanh dạng ngắn( Short Flax Fibre Type K25 dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Short Flax Fibre Type K25 dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],vlasvezelbedrijf leon vandecasteele,Belgium,,Belgium,205967861.0,23789670.0,0.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,19780.0,kilograms,,,13263.8746,0.67057,belgium,sea (cont),vietnam_wmb04,-670839982,Short Flax Fiber
2025/06/06,107244667350.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Tows 2C ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Tows 2C ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],ets. devoldere,France,,France,205967866.0,204842314.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,24640.0,kilograms,,,27538.1568,1.11762,france,sea (cont),vietnam_wmb04,-670839978,Scutched Flax Tow
2025/06/06,107244667350.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Tows 1DB ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Tows 1DB ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],ets. devoldere,France,,France,205967866.0,204842314.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,22140.0,kilograms,,,29693.061,1.34115,france,sea (cont),vietnam_wmb04,-670839980,Scutched Flax Tow
2025/06/06,107244667350.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Tows 2DB ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Tows 2DB ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],ets. devoldere,France,,France,205967866.0,204842314.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,51400.0,kilograms,,,68935.11,1.34115,france,sea (cont),vietnam_wmb04,-670839979,Scutched Flax Tow
2025/06/06,107244667350.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Tows 2DB ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Tows 2DB ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],ets. devoldere,France,,France,205967866.0,204842314.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,22780.0,kilograms,,,38189.0754,1.67643,france,sea (cont),vietnam_wmb04,-670839981,Scutched Flax Tow
2025/06/04,107237648120.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-Sc ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-Sc ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,205967865.0,26725401.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,85700.0,kilograms,,,119725.471,1.39703,france,sea (cont),vietnam_wmb04,-670839977,Scutched Flax Tow
2025/06/02,107233087032.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short FiberType T1=196 Bales, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short FiberType T1=196 Bales, hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,20600.0,kilograms,,,17267.126,0.83821,belgium,sea (cont),vietnam_wmb04,-670839962,Rescutched Flax Tow
2025/06/02,107233087032.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short FiberType T0 = 77 bales, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short FiberType T0 = 77 bales, hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,10680.0,kilograms,,,10145.7864,0.94998,belgium,sea (cont),vietnam_wmb04,-670839964,Rescutched Flax Tow
2025/06/02,107233087032.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short FiberType F0 = 152 bales, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short FiberType F0 = 152 bales, hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,15980.0,kilograms,,,15180.6804,0.94998,belgium,sea (cont),vietnam_wmb04,-670839963,Rescutched Flax Tow
2025/06/02,107233087032.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short FiberType M0 = 397 bales, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short FiberType M0 = 397 bales, hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,39260.0,kilograms,,,39490.0636,1.00586,belgium,sea (cont),vietnam_wmb04,-670839961,Rescutched Flax Tow
2025/06/02,107233087032.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short FiberType D2 = 139 bales, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short FiberType D2 = 139 bales, hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,12860.0,kilograms,,,17965.8058,1.39703,belgium,sea (cont),vietnam_wmb04,-670839965,Rescutched Flax Tow
2025/05/20,107194271810.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-0r ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-0r ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,204842315.0,26725401.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,65240.0,kilograms,,,115851.2348,1.77577,france,sea (cont),vietnam_wmb04,-632045616,Scutched Flax Tow
2025/05/19,107190702360.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-Sc ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-Sc ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,204842315.0,26725401.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,83420.0,kilograms,,,115730.2344,1.38732,france,sea (cont),vietnam_wmb04,-632045615,Scutched Flax Tow
2025/05/13,107172405062.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - RESCUTCHED FLAX FIBER TYPE N177, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - RESCUTCHED FLAX FIBER TYPE N177, hàng mới 100%",[],sarl jocelyn rifflart,France,,France,201760689.0,87014163.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,19140.0,kilograms,,,16148.8008,0.84372,france,sea (cont),vietnam_wmb04,-632045609,Rescutched Flax Tow
2025/05/13,107172405062.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - RESCUTCHED FLAX FIBER TYPE N179, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - RESCUTCHED FLAX FIBER TYPE N179, hàng mới 100%",[],sarl jocelyn rifflart,France,,France,201760689.0,87014163.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,19240.0,kilograms,,,19479.9228,1.01247,france,sea (cont),vietnam_wmb04,-632045610,Rescutched Flax Tow
2025/05/09,107167546620.0,1.0,53013000,Xơ lanh dạng xơ sợi ngắn( Short SFlax Fiber Blond ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng xơ sợi ngắn( Short SFlax Fiber Blond ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],debruyne,Other,,Belgium,192224755.0,76361053.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,43260.0,kilograms,,,51311.1186,1.18611,belgium,sea (cont),vietnam_wmb04,-632045613,Short Flax Fiber
2025/05/09,107167546620.0,1.0,53013000,Xơ lanh dạng xơ sợi ngắn( Short SFlax Fiber Blue ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng xơ sợi ngắn( Short SFlax Fiber Blue ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],debruyne,Other,,Belgium,192224755.0,76361053.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,43840.0,kilograms,,,51999.0624,1.18611,belgium,sea (cont),vietnam_wmb04,-632045614,Short Flax Fiber
2025/05/03,107147548320.0,1.0,53013000,Xơ lanh dạng ngắn màu nhạt ( Scutched tows light) ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn màu nhạt ( Scutched tows light) ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],ets. devoldere,France,,France,204842314.0,204842314.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,62880.0,kilograms,,,70897.2,1.1275,france,sea (cont),vietnam_wmb04,-632045611,Scutched Flax Tow
2025/05/03,107147548320.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched tows ) ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched tows ) ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],ets. devoldere,France,,France,204842314.0,204842314.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,44420.0,kilograms,,,75125.325,1.69125,france,sea (cont),vietnam_wmb04,-632045612,Scutched Flax Tow
2025/04/14,107097815052.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - RESCUTCHED FLAX TOW TYPE DWB0, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - RESCUTCHED FLAX TOW TYPE DWB0, hàng mới 100%",[],sarl jocelyn rifflart,France,,France,201760689.0,87014163.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,23840.0,kilograms,,,16907.0896,0.70919,france,sea (cont),vietnam_wmb04,-586242600,Rescutched Flax Tow
2025/04/14,107097815052.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - RESCUTCHED FLAX TOW TYPE VHL0, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - RESCUTCHED FLAX TOW TYPE VHL0, hàng mới 100%",[],sarl jocelyn rifflart,France,,France,201760689.0,87014163.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,19540.0,kilograms,,,14923.4796,0.76374,france,sea (cont),vietnam_wmb04,-586242599,Rescutched Flax Tow
2025/04/14,107098659732.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBER E8917, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBER E8917, hàng mới 100%",[],eurolinen pmde,France,,France,203443758.0,203443758.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,23640.0,kilograms,,,18054.8136,0.76374,france,sea (cont),vietnam_wmb04,-586242601,Short Flax Fiber
2025/04/14,107098659732.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBER E8916, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBER E8916, hàng mới 100%",[],eurolinen pmde,France,,France,203443758.0,203443758.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,21780.0,kilograms,,,16634.2572,0.76374,france,sea (cont),vietnam_wmb04,-586242602,Short Flax Fiber
2025/04/14,107098659732.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBER E8922, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBER E8922, hàng mới 100%",[],eurolinen pmde,France,,France,203443758.0,203443758.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,20020.0,kilograms,,,15290.0748,0.76374,france,sea (cont),vietnam_wmb04,-586242604,Short Flax Fiber
2025/04/14,107098659732.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBER E8921, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBER E8921, hàng mới 100%",[],eurolinen pmde,France,,France,203443758.0,203443758.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,20900.0,kilograms,,,18242.356,0.87284,france,sea (cont),vietnam_wmb04,-586242603,Short Flax Fiber
2025/04/09,107086877662.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SHORT FLAX FIBER, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SHORT FLAX FIBER, hàng mới 100%",[],debruyne,Belgium,,Belgium,203443757.0,76361053.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,131980.0,kilograms,,,101029.3702,0.76549,belgium,sea (cont),vietnam_wmb04,-586242598,Short Flax Fiber
2025/04/01,107065329602.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax FiberType LD1 = 160 bales, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax FiberType LD1 = 160 bales, hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,14060.0,kilograms,,,8929.9278,0.63513,belgium,sea (cont),vietnam_wmb04,-586242595,Rescutched Flax Tow
2025/04/01,107065329602.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax FiberType L1=180 Bales, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax FiberType L1=180 Bales, hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,16160.0,kilograms,,,10263.7008,0.63513,belgium,sea (cont),vietnam_wmb04,-586242596,Rescutched Flax Tow
2025/04/01,107065329602.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax FiberType VI1 = 210 bales, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax FiberType VI1 = 210 bales, hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,26160.0,kilograms,,,19384.0368,0.74098,belgium,sea (cont),vietnam_wmb04,-586242597,Rescutched Flax Tow
2025/03/24,107040245911.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-0B, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-0B, hàng mới 100%",[],liniere de bosc nouvel s.a.,France,,France,201760690.0,26725401.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,42060.0,kilograms,,,31841.523,0.75705,france,sea (cont),vietnam_wmb04,-541555490,Scutched Flax Tow
2025/03/24,107040245911.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-2, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-2, hàng mới 100%",[],liniere de bosc nouvel s.a.,France,,France,201760690.0,26725401.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,257160.0,kilograms,,,278118.54,1.0815,france,sea (cont),vietnam_wmb04,-541555491,Scutched Flax Tow
2025/03/19,107029236312.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - RESCUTCHED FLAX TOW TYPE N177, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - RESCUTCHED FLAX TOW TYPE N177, hàng mới 100%",[],sarl jocelyn rifflart,France,,France,201760689.0,87014163.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,24440.0,kilograms,,,19715.748,0.8067,france,sea (cont),vietnam_wmb04,-541555489,Rescutched Flax Tow
2025/03/19,107029236312.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - RESCUTCHED FLAX TOW TYPE N179, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - RESCUTCHED FLAX TOW TYPE N179, hàng mới 100%",[],sarl jocelyn rifflart,France,,France,201760689.0,87014163.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,25640.0,kilograms,,,24820.5456,0.96804,france,sea (cont),vietnam_wmb04,-541555488,Rescutched Flax Tow
2025/02/27,106973653731.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Tow Type T0 = 194 bales, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Tow Type T0 = 194 bales, hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,21300.0,kilograms,,,14305.08,0.6716,belgium,sea (cont),vietnam_wmb04,-499408349,Rescutched Flax Tow
2025/02/27,106973653731.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Tow Type B1=160 Bales, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Tow Type B1=160 Bales, hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,15740.0,kilograms,,,13010.5266,0.82659,belgium,sea (cont),vietnam_wmb04,-499408350,Rescutched Flax Tow
2025/02/19,106952643122.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX SHORT FIBER T1, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX SHORT FIBER T1, hàng mới 100%",[],linlux,France,,France,200415493.0,141409951.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,43120.0,kilograms,,,44436.0224,1.03052,france,sea (cont),vietnam_wmb04,-499408348,Scutched Flax Tow
2025/02/05,106921699840.0,,53012900,"Xơ dệt gốc thực vật từ lanh đã chải, chưa kéo thành sợi, TYPE TGMM030W, Hàng mới 100%.",,,.tung ga linen&cotton chan,China,--,,,,,công ty tnhh thương mại sản xuất&dịch vụ hồng phúc long,Vietnam,--,,,,,2024.0,kilograms,,,19794.72,9.78,,,,b55a2c9a9b74ebdc8a262e5b01bbcbcc,Flax/Linen Fiber
2025/01/16,106886557040.0,,53012900,"NL44#&Gòn 100% Polyester W/56-60"" (Nguyên phụ liệu may mặc, hàng mới 100%)",,,the jordon corp.,Taiwan,--,,,,,công ty tnhh kiều đăng,Vietnam,--,,,,,7.73,kilograms,,,5.0245,0.65,,,,b0eb6d550bfe8a8a18467d9350f6f5e1,Polyester Fiber
2024/11/14,106725379721.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-0B, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-0B, hàng mới 100%",[],liniere de bosc nouvel s.a.,France,,France,192224749.0,26725401.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,58700.0,kilograms,,,112263.75,1.9125,france,sea (cont),vietnam_wmb04,-397404198,Scutched Flax Tow
2024/11/14,106717063131.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-0DBD, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-0DBD, hàng mới 100%",[],liniere de bosc nouvel s.a.,France,,France,192224749.0,26725401.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,42260.0,kilograms,,,112253.125,2.65625,france,sea (cont),vietnam_wmb04,-397404197,Scutched Flax Tow
2024/11/05,106699758650.0,1.0,53013000,Xơ lanh dạng ngắn( Flax Fiber ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Flax Fiber ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],decolis b.v.,France,,France,193130797.0,67147239.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,121840.0,kilograms,,,156695.9872,1.28608,france,sea (cont),vietnam_wmb04,-397404200,Short Flax Fiber
2024/11/02,106693400330.0,,53012900,"Xơ dệt gốc thực vật từ lanh đã chải, chưa kéo thành sợi, TYPE TGMM020, Hàng mới 100%.",,,.tung ga linen&cotton chan,China,--,,,,,công ty tnhh thương mại sản xuất&dịch vụ hồng phúc long,Vietnam,--,,,,,8057.0,kilograms,,,78797.46,9.78,,,,24130aa119510120becae33ffef3a31e,Flax/Linen Fiber
2024/10/30,106685281140.0,1.0,53013000,Xơ lanh dạng ngắn( Flax Fiber ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Flax Fiber ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],decolis b.v.,France,,France,193130797.0,67147239.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,119100.0,kilograms,,,154176.141,1.29451,france,sea (cont),vietnam_wmb04,-366037528,Short Flax Fiber
2024/10/16,106648808601.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX SHORT FIBER, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX SHORT FIBER, hàng mới 100%",[],jiangsu meishengda imp&exp co.ltd.,China,,Russia,192224751.0,74240044.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,16200.0,kilograms,,,14580.0,0.9,russia,sea (cont),vietnam_wmb04,-366037522,Scutched Flax Tow
2024/10/16,106652389801.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt -SCUTCHED FLAX SHORT FIBER TYPE BRUT CLEAR , hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt -SCUTCHED FLAX SHORT FIBER TYPE BRUT CLEAR , hàng mới 100%",[],albert brille sa,France,,France,193130794.0,186097996.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,63060.0,kilograms,,,128204.133,2.03305,france,sea (cont),vietnam_wmb04,-366037523,Scutched Flax Tow
